account_id,ltd_sales,ytd_sales,ly_sales,ytd_remake,product_lines,yoy_growth_pct,remake_rate_pct
RODJAC,1708.5,0.0,0.0,0.0,5,0.0,0.0
HODAVI,1707.68,0.0,245.23000000000002,0.0,5,-100.0,0.0
MEEPHI,1706.0,1106.0,600.0,0.0,1,84.3,0.0
SONBRI,1705.0,0.0,0.0,0.0,3,0.0,0.0
GODPHI,1704.5,0.0,0.0,0.0,3,0.0,0.0
SERERI,1704.49,0.0,0.0,0.0,5,0.0,0.0
BASROB,1700.5,0.0,0.0,0.0,3,0.0,0.0
PONPAU,1700.48,0.0,0.0,0.0,3,0.0,0.0
DAFFAR,1700.0,0.0,0.0,0.0,2,0.0,0.0
ROEBOB,1694.89,0.0,332.97,0.0,2,-100.0,0.0
JONTRE,1692.93,0.0,0.0,0.0,3,0.0,0.0
GEOGER,1692.0,0.0,0.0,0.0,4,0.0,0.0
KHAGAI,1688.4099999999999,0.0,0.0,0.0,5,0.0,0.0
PEACHE,1686.5,0.0,0.0,0.0,3,0.0,0.0
WOOCAR,1684.0,0.0,0.0,0.0,3,0.0,0.0
SZAADA,1683.5,0.0,0.0,0.0,3,0.0,0.0
AGRKAR,1681.94,485.94,1196.0,0.0,2,-59.4,0.0
BARSER,1679.19,0.0,0.0,0.0,5,0.0,0.0
CHOYOU,1675.98,0.0,0.0,0.0,6,0.0,0.0
CORAST,1674.88,0.0,0.0,0.0,3,0.0,0.0
DDS,1673.1100000000001,0.0,0.0,0.0,6,0.0,0.0
MACCHA,1671.98,0.0,0.0,0.0,5,0.0,0.0
IZALAUWA,1671.93,0.0,945.0,0.0,3,-100.0,0.0
COSJOH,1671.05,0.0,0.0,0.0,4,0.0,0.0
DPS,1669.0,0.0,0.0,0.0,3,0.0,0.0
LLAISA,1665.99,840.99,825.0,69.99,3,1.9,8.32
RADTRI,1664.9,0.0,0.0,0.0,4,0.0,0.0
PATSOH,1662.97,0.0,0.0,0.0,3,0.0,0.0
COPMAR,1662.84,1662.84,0.0,0.0,4,0.0,0.0
PATSMIFP,1660.5,0.0,0.0,0.0,2,0.0,0.0
HUDREB,1654.92,0.0,1654.92,0.0,4,-100.0,0.0
KHASAMLM,1653.0,0.0,0.0,0.0,3,0.0,0.0
GORDAVAU,1652.8300000000002,0.0,1652.8300000000002,0.0,3,-100.0,0.0
HENKAY,1652.15,0.0,0.0,0.0,5,0.0,0.0
STEBRAATH,1647.48,0.0,0.0,0.0,2,0.0,0.0
QUEFAR,1645.93,0.0,0.0,0.0,4,0.0,0.0
LARBRYWV,1641.0,0.0,0.0,0.0,2,0.0,0.0
KLUAGA,1640.69,0.0,0.0,0.0,3,0.0,0.0
TUCELI,1632.0,0.0,0.0,0.0,2,0.0,0.0
WHEJOH,1632.0,0.0,0.0,0.0,2,0.0,0.0
SINGUN,1631.5,0.0,0.0,0.0,4,0.0,0.0
LOVMIC,1629.5,0.0,0.0,0.0,6,0.0,0.0
CONROB,1626.5,0.0,0.0,0.0,4,0.0,0.0
TOPALB,1624.98,0.0,0.0,0.0,2,0.0,0.0
WISPAU,1624.2,0.0,0.0,0.0,3,0.0,0.0
HALLENFF,1622.99,0.0,0.0,0.0,4,0.0,0.0
IZZNAE,1622.0,0.0,0.0,0.0,3,0.0,0.0
COLMAR,1615.5,0.0,0.0,0.0,6,0.0,0.0
LEVAND,1612.75,0.0,0.0,0.0,3,0.0,0.0
KEEEMISHE,1611.0,0.0,0.0,0.0,4,0.0,0.0
RAIRAREVA,1606.99,0.0,0.0,0.0,3,0.0,0.0
CAICAR,1604.8300000000002,1169.8700000000001,434.96,215.99,3,169.0,18.46
HARYVO,1602.0,0.0,0.0,0.0,3,0.0,0.0
BELCHACO,1600.5,0.0,0.0,0.0,2,0.0,0.0
FARSAL,1594.12,0.0,0.0,0.0,6,0.0,0.0
SANVICCHI,1591.0,0.0,0.0,0.0,3,0.0,0.0
RAMVIC,1589.99,0.0,0.0,0.0,4,0.0,0.0
SYDSHAO,1576.98,0.0,993.0,0.0,3,-100.0,0.0
HOFNAT,1569.51,0.0,0.0,0.0,6,0.0,0.0
PURJYO,1566.75,0.0,0.0,0.0,5,0.0,0.0
MACSTEP,1564.99,0.0,195.0,0.0,3,-100.0,0.0
SNYCRA,1564.98,0.0,0.0,0.0,3,0.0,0.0
SPIKIMNA,1561.89,0.0,0.0,0.0,4,0.0,0.0
BRODANFL,1560.8,664.87,895.9300000000001,229.0,5,-25.8,34.44
INCFRA,1559.5,0.0,0.0,0.0,5,0.0,0.0
CHEPET,1556.5,0.0,379.0,0.0,5,-100.0,0.0
FOSGAR,1556.5,0.0,0.0,0.0,4,0.0,0.0
BIBGUY,1551.8,0.0,0.0,0.0,6,0.0,0.0
FURJAMARD,1550.0,0.0,0.0,0.0,3,0.0,0.0
LOUSER,1549.0,0.0,0.0,0.0,4,0.0,0.0
SAMRAM,1547.0,0.0,0.0,0.0,3,0.0,0.0
MARJOSCH,1546.43,0.0,0.0,0.0,3,0.0,0.0
RIDKYL,1541.8200000000002,0.0,1541.8200000000002,0.0,3,-100.0,0.0
SMIBRICH,1541.08,0.0,0.0,0.0,6,0.0,0.0
NEWTAY,1540.68,0.0,0.0,0.0,6,0.0,0.0
KOZANN,1538.96,0.0,0.0,0.0,4,0.0,0.0
SUNWEN,1538.5,0.0,0.0,0.0,2,0.0,0.0
PRYRIC,1536.95,0.0,0.0,0.0,4,0.0,0.0
AICISZ,1535.26,0.0,0.0,0.0,4,0.0,0.0
SWASAR,1533.97,0.0,0.0,0.0,2,0.0,0.0
CANDAV,1533.56,0.0,0.0,0.0,4,0.0,0.0
TERISA,1533.5,0.0,0.0,0.0,5,0.0,0.0
SHAOMA,1532.97,0.0,0.0,0.0,2,0.0,0.0
PATRICDO,1527.3400000000001,248.94,1278.4,0.0,4,-80.5,0.0
SHAMUZ,1523.25,0.0,0.0,0.0,3,0.0,0.0
SONSEO,1523.0,971.0,552.0,0.0,3,75.9,0.0
KERMAEMU,1519.97,0.0,0.0,0.0,3,0.0,0.0
SWAMARRI,1516.5,0.0,0.0,0.0,3,0.0,0.0
LEEMICH,1514.01,0.0,0.0,0.0,4,0.0,0.0
MERAMA,1513.98,0.0,1513.98,0.0,3,-100.0,0.0
MORDENOL,1512.5,0.0,0.0,0.0,3,0.0,0.0
HALLEN,1511.0,0.0,0.0,0.0,4,0.0,0.0
DYSROM,1508.5,0.0,0.0,0.0,3,0.0,0.0
GRANIC,1508.44,0.0,1398.94,0.0,4,-100.0,0.0
KIMAND,1507.5,0.0,0.0,0.0,3,0.0,0.0
DETEDW,1501.72,0.0,0.0,0.0,4,0.0,0.0
NAMMYU,1500.5,0.0,0.0,0.0,5,0.0,0.0
GUZKEI,1500.0,0.0,0.0,0.0,1,0.0,0.0
BRUBAR,1499.99,0.0,0.0,0.0,2,0.0,0.0
SKIANG,1499.98,0.0,0.0,0.0,2,0.0,0.0
MARMICIN,1494.98,0.0,0.0,0.0,3,0.0,0.0
HOLALF,1494.0,0.0,0.0,0.0,2,0.0,0.0
RIFSAR,1491.91,0.0,0.0,0.0,3,0.0,0.0
SHADIPWES,1491.5,0.0,0.0,0.0,4,0.0,0.0
GUNDON,1491.5,0.0,0.0,0.0,3,0.0,0.0
PATSHICC,1487.59,0.0,0.0,0.0,5,0.0,0.0
PHETYL,1473.92,0.0,0.0,0.0,3,0.0,0.0
WILANG,1473.0,0.0,0.0,0.0,4,0.0,0.0
GILZAC,1467.5,0.0,0.0,0.0,3,0.0,0.0
AHMAHMTP,1464.99,1200.0,264.99,0.0,2,352.8,0.0
HIJNAN,1464.49,0.0,0.0,0.0,2,0.0,0.0
WOROLU,1464.0,0.0,0.0,0.0,1,0.0,0.0
KHASAM,1462.5,0.0,0.0,0.0,4,0.0,0.0
JEADEG,1457.99,0.0,0.0,0.0,4,0.0,0.0
SANDEA,1457.75,0.0,0.0,0.0,5,0.0,0.0
DANPER,1450.0,0.0,0.0,0.0,1,0.0,0.0
PATPARYV,1449.0,0.0,0.0,0.0,3,0.0,0.0
JANADR,1447.0,0.0,0.0,0.0,3,0.0,0.0
MACJAM,1442.35,0.0,0.0,0.0,5,0.0,0.0
CABBRU,1439.25,0.0,0.0,0.0,5,0.0,0.0
ERISTE,1436.0,0.0,0.0,0.0,2,0.0,0.0
ALMMOH,1434.8,0.0,0.0,0.0,3,0.0,0.0
ABDSAMI,1426.96,0.0,0.0,0.0,4,0.0,0.0
SHEMIC,1426.0,0.0,0.0,0.0,3,0.0,0.0
RIYTAROB,1424.0,0.0,0.0,0.0,6,0.0,0.0
PATPARCHG,1420.5,0.0,0.0,0.0,3,0.0,0.0
GAYPAU,1418.98,592.0,467.0,0.0,2,26.8,0.0
ROUFAD,1414.98,0.0,0.0,0.0,5,0.0,0.0
SVANIC,1409.0,0.0,0.0,0.0,3,0.0,0.0
SOHMUHCP,1408.98,632.99,775.99,0.0,3,-18.4,0.0
MUIGEO,1407.0,0.0,0.0,0.0,4,0.0,0.0
LANCAR,1404.0,0.0,0.0,0.0,4,0.0,0.0
NAEISL,1403.5,0.0,0.0,0.0,3,0.0,0.0
NAVODI,1403.43,0.0,0.0,0.0,6,0.0,0.0
CARSAL,1399.99,0.0,0.0,0.0,3,0.0,0.0
SHASOBJO,1395.5,0.0,0.0,0.0,4,0.0,0.0
VELSAN,1395.05,0.0,0.0,0.0,5,0.0,0.0
MACJOH,1394.5,0.0,0.0,0.0,3,0.0,0.0
SANBEH,1394.0,0.0,0.0,0.0,7,0.0,0.0
SKAFLO,1393.0,0.0,0.0,0.0,3,0.0,0.0
SENADECHI,1392.95,0.0,0.0,0.0,3,0.0,0.0
KOLANNSW,1392.91,0.0,478.47,0.0,3,-100.0,0.0
STANAT,1390.0,0.0,0.0,0.0,4,0.0,0.0
NGUJOS,1389.7,0.0,0.0,0.0,7,0.0,0.0
HUSKEL,1377.24,0.0,0.0,0.0,5,0.0,0.0
WALSHE,1374.96,0.0,0.0,0.0,3,0.0,0.0
WILBRUIND,1369.99,0.0,165.99,0.0,2,-100.0,0.0
PROALM,1368.0,0.0,0.0,0.0,2,0.0,0.0
YOUALE,1365.25,0.0,0.0,0.0,5,0.0,0.0
AIEJOH,1363.5,0.0,0.0,0.0,2,0.0,0.0
SHADHA,1362.5,0.0,0.0,0.0,4,0.0,0.0
FIELAU,1362.0900000000001,0.0,0.0,0.0,2,0.0,0.0
SMUWIL,1360.0,0.0,0.0,0.0,3,0.0,0.0
SOBPAT,1357.97,0.0,0.0,0.0,3,0.0,0.0
HARHAR,1356.54,0.0,0.0,0.0,7,0.0,0.0
LUSAN,1353.5,0.0,0.0,0.0,4,0.0,0.0
MACRAM,1351.99,0.0,0.0,0.0,4,0.0,0.0
ENGJOS,1349.94,0.0,0.0,0.0,3,0.0,0.0
SOPSTE,1345.96,0.0,0.0,0.0,5,0.0,0.0
AHMSAD,1345.0,0.0,0.0,0.0,1,0.0,0.0
YAOWIL,1342.98,0.0,0.0,0.0,4,0.0,0.0
BAPBRI,1340.0,158.0,0.0,0.0,4,0.0,0.0
LEESOO,1338.99,0.0,0.0,0.0,3,0.0,0.0
BRODAN,1326.7800000000002,0.0,0.0,0.0,2,0.0,0.0
AGGNEE,1324.06,0.0,0.0,0.0,4,0.0,0.0
GRAVICCHI,1319.5,0.0,0.0,0.0,4,0.0,0.0
WADPOO,1318.99,0.0,0.0,0.0,4,0.0,0.0
HYVIRECH,1317.0,0.0,0.0,0.0,3,0.0,0.0
NELCAR,1312.25,0.0,0.0,0.0,6,0.0,0.0
SOHMUHOP,1310.94,0.0,1310.94,0.0,5,-100.0,0.0
LOTPET,1309.74,0.0,0.0,0.0,4,0.0,0.0
ZOMSAH,1307.47,0.0,0.0,0.0,4,0.0,0.0
KIMJON,1307.0,0.0,0.0,0.0,5,0.0,0.0
KOMATH,1304.0,0.0,0.0,0.0,3,0.0,0.0
BASMARMA,1297.5,0.0,0.0,0.0,4,0.0,0.0
AMJJUW,1294.97,0.0,0.0,0.0,2,0.0,0.0
KURHAN,1294.5,0.0,0.0,0.0,3,0.0,0.0
ESCLIZSY,1294.0,0.0,1225.0,0.0,2,-100.0,0.0
RUBBRI,1291.99,0.0,0.0,0.0,3,0.0,0.0
SUPSUS,1291.45,0.0,0.0,0.0,4,0.0,0.0
ECHJES,1290.0,0.0,1290.0,0.0,2,-100.0,0.0
KAMJONDG,1289.0,0.0,0.0,0.0,5,0.0,0.0
SCHJER,1287.54,0.0,0.0,0.0,4,0.0,0.0
HENTHO,1286.5,0.0,0.0,0.0,2,0.0,0.0
HACHEN,1285.46,0.0,0.0,0.0,3,0.0,0.0
A-1DENTAL,1282.96,0.0,0.0,0.0,4,0.0,0.0
PETROB,1279.5,0.0,0.0,0.0,4,0.0,0.0
TRALUA,1277.96,1277.96,0.0,0.0,4,0.0,0.0
GALLROBNI,1276.0,0.0,0.0,0.0,2,0.0,0.0
HEADAN,1270.0,0.0,0.0,0.0,2,0.0,0.0
WILMEL,1268.5,0.0,0.0,0.0,2,0.0,0.0
KEEBAR,1267.7,0.0,0.0,0.0,4,0.0,0.0
ROPCHA,1266.49,0.0,0.0,0.0,3,0.0,0.0
RECERI,1265.5,0.0,0.0,0.0,4,0.0,0.0
SHATIM,1264.35,0.0,0.0,0.0,4,0.0,0.0
GOYRINLV,1264.1100000000001,1264.1100000000001,0.0,0.0,3,0.0,0.0
MATCHR,1262.0,0.0,0.0,0.0,4,0.0,0.0
HASLIN,1259.9099999999999,0.0,0.0,0.0,3,0.0,0.0
GRUKAT,1255.92,253.98,747.96,0.0,2,-66.0,0.0
FENJIL,1253.8200000000002,0.0,0.0,0.0,3,0.0,0.0
SALCHA,1252.4299999999998,0.0,1252.4299999999998,0.0,4,-100.0,0.0
MCGPAU,1250.5,0.0,0.0,0.0,2,0.0,0.0
PLAANG,1248.0,0.0,0.0,0.0,3,0.0,0.0
MACCOR,1247.5,0.0,0.0,0.0,2,0.0,0.0
AMIDAN,1242.7800000000002,0.0,0.0,0.0,2,0.0,0.0
TINLIRLH,1236.5,0.0,0.0,0.0,3,0.0,0.0
BRANIR,1234.22,0.0,228.23000000000002,0.0,5,-100.0,0.0
BOIPRIVH,1227.99,0.0,0.0,0.0,6,0.0,0.0
LIAPET,1226.5,0.0,1137.0,0.0,2,-100.0,0.0
ABESABRI,1225.64,0.0,0.0,0.0,4,0.0,0.0
HUFALINV,1223.5,0.0,0.0,0.0,3,0.0,0.0
MCVRAN,1223.0,0.0,0.0,0.0,2,0.0,0.0
MYCRONLA,1221.0,0.0,1221.0,0.0,4,-100.0,0.0
SVJLJI,1219.2,0.0,737.99,0.0,5,-100.0,0.0
MEYKEN,1218.0,0.0,0.0,0.0,4,0.0,0.0
GOYNEE,1217.93,0.0,0.0,0.0,3,0.0,0.0
SOOANUEL,1217.5,0.0,0.0,0.0,5,0.0,0.0
PHAMAT,1216.6599999999999,0.0,0.0,0.0,4,0.0,0.0
RADMAR,1214.25,0.0,0.0,0.0,5,0.0,0.0
BLEROB,1213.0,0.0,0.0,0.0,4,0.0,0.0
TZAALE,1211.98,0.0,311.98,0.0,3,-100.0,0.0
GREOLE,1211.5,0.0,0.0,0.0,3,0.0,0.0
BARMICOP,1208.8,0.0,0.0,0.0,5,0.0,0.0
WEGGAR,1207.0,0.0,0.0,0.0,3,0.0,0.0
PATAMISK,1205.0,1205.0,0.0,0.0,2,0.0,0.0
DITGEO,1203.42,0.0,0.0,0.0,3,0.0,0.0
MCKRIC,1200.0,0.0,0.0,0.0,1,0.0,0.0
ABDGHATP,1200.0,0.0,0.0,0.0,1,0.0,0.0
CECGIA,1200.0,0.0,0.0,0.0,2,0.0,0.0
BILLAR,1199.5,0.0,0.0,0.0,2,0.0,0.0
HEIMEA,1198.89,0.0,0.0,0.0,3,0.0,0.0
LOCROB,1197.8899999999999,0.0,0.0,0.0,2,0.0,0.0
ARCANG,1194.93,0.0,0.0,0.0,2,0.0,0.0
HOGTIM,1192.73,126.23,237.0,0.0,5,-46.7,0.0
ONICONFF,1191.44,0.0,0.0,0.0,5,0.0,0.0
MCGMEL,1188.99,0.0,1119.99,0.0,3,-100.0,0.0
KANMEL,1184.0,0.0,0.0,0.0,6,0.0,0.0
THASAMWC,1183.28,0.0,0.0,0.0,4,0.0,0.0
SANHARC,1182.38,0.0,0.0,0.0,4,0.0,0.0
LAMLAN,1182.38,0.0,0.0,0.0,3,0.0,0.0
LYNFRANRF,1182.03,0.0,0.0,0.0,4,0.0,0.0
BARSAN,1175.25,0.0,0.0,0.0,4,0.0,0.0
HAMISR,1174.0,0.0,0.0,0.0,6,0.0,0.0
TUNKEN,1173.5,0.0,0.0,0.0,2,0.0,0.0
FERMAR,1172.0,0.0,0.0,0.0,2,0.0,0.0
OLOJIM,1170.97,0.0,0.0,0.0,2,0.0,0.0
BARMARCH,1170.27,0.0,0.0,0.0,5,0.0,0.0
IZALAU,1170.0,0.0,0.0,0.0,2,0.0,0.0
DIBARMROS,1165.97,1113.98,51.99,0.0,3,2042.7,0.0
GEOSHE,1164.51,0.0,0.0,0.0,3,0.0,0.0
HOHDON,1163.0,0.0,0.0,0.0,4,0.0,0.0
INCFRAOP,1162.48,0.0,0.0,0.0,3,0.0,0.0
LARBRYSCO,1160.5,0.0,0.0,0.0,4,0.0,0.0
ROMJULWE,1159.68,0.0,0.0,0.0,5,0.0,0.0
HUSJAM,1159.0,0.0,0.0,0.0,2,0.0,0.0
BOUANIDG,1158.8,0.0,0.0,0.0,5,0.0,0.0
APPAARMCH,1156.48,0.0,0.0,0.0,3,0.0,0.0
SHERAY,1150.9,159.99,990.9100000000001,0.0,3,-83.9,0.0
BOYMEG,1148.0,0.0,0.0,0.0,3,0.0,0.0
COLEMARC,1145.85,0.0,0.0,0.0,3,0.0,0.0
PUNMAD,1145.0,0.0,0.0,0.0,2,0.0,0.0
TOMLAW,1144.97,0.0,0.0,0.0,3,0.0,0.0
VANANG,1144.23,0.0,0.0,0.0,6,0.0,0.0
BACNIC,1139.68,0.0,484.21000000000004,0.0,3,-100.0,0.0
KESRUS,1138.48,0.0,0.0,0.0,6,0.0,0.0
SIVSAS,1138.0,0.0,0.0,0.0,3,0.0,0.0
DIAMAR,1134.0,0.0,0.0,0.0,5,0.0,0.0
SCHWES,1129.98,0.0,0.0,0.0,2,0.0,0.0
YURMATOR,1128.9299999999998,0.0,0.0,0.0,4,0.0,0.0
TANREN,1126.17,0.0,206.98000000000002,0.0,4,-100.0,0.0
BANSARAU,1126.0,0.0,0.0,0.0,4,0.0,0.0
FREDDENTLB,1125.0,0.0,0.0,0.0,2,0.0,0.0
DUMLEO,1125.0,0.0,676.0,0.0,1,-100.0,0.0
SKYTAT,1124.99,0.0,0.0,0.0,2,0.0,0.0
WARNANMD,1124.5,0.0,0.0,0.0,3,0.0,0.0
YANTAI,1124.5,0.0,0.0,0.0,3,0.0,0.0
MANMAROP,1122.25,0.0,0.0,0.0,5,0.0,0.0
SYDADA,1122.0,0.0,0.0,0.0,3,0.0,0.0
DICBRICHI,1121.96,0.0,0.0,0.0,3,0.0,0.0
DHASUS,1120.97,0.0,0.0,0.0,2,0.0,0.0
JAGGAR,1117.81,33.980000000000004,405.95,0.0,3,-91.6,0.0
BAILAYM,1106.99,0.0,1106.99,0.0,2,-100.0,0.0
WINJER,1106.95,0.0,0.0,0.0,4,0.0,0.0
PPANDKRI,1105.99,0.0,0.0,0.0,2,0.0,0.0
WALJAM,1105.99,0.0,0.0,0.0,2,0.0,0.0
POLGEOIND,1105.99,0.0,0.0,0.0,2,0.0,0.0
PIEMAR,1105.99,0.0,0.0,0.0,2,0.0,0.0
CHOYOUOP,1105.96,0.0,0.0,0.0,2,0.0,0.0
SUDAMIWOOD,1104.97,0.0,0.0,0.0,3,0.0,0.0
CZEBEA,1104.45,0.0,0.0,0.0,4,0.0,0.0
SYDADAMIL,1103.99,0.0,0.0,0.0,3,0.0,0.0
LEVELL,1103.0,0.0,0.0,0.0,2,0.0,0.0
RAMPOO,1102.96,0.0,0.0,0.0,5,0.0,0.0
HARWILNA,1102.6799999999998,0.0,1102.6799999999998,0.0,3,-100.0,0.0
ZYSJEN,1101.97,0.0,298.99,0.0,3,-100.0,0.0
POPPDENT,1100.0,0.0,0.0,0.0,4,0.0,0.0
AHNSUZ,1100.0,0.0,0.0,0.0,1,0.0,0.0
MOOBRI,1097.0,0.0,0.0,0.0,4,0.0,0.0
PURPRI,1096.5,0.0,0.0,0.0,3,0.0,0.0
PATRAJCH,1094.96,0.0,1094.96,0.0,3,-100.0,0.0
PATNITNA,1093.92,1093.92,0.0,0.0,2,0.0,0.0
FINTER,1089.97,0.0,209.98000000000002,0.0,2,-100.0,0.0
BIAALE,1084.49,0.0,379.0,0.0,5,-100.0,0.0
JONANG,1080.72,0.0,0.0,0.0,3,0.0,0.0
PATKRUOL,1078.92,0.0,0.0,0.0,5,0.0,0.0
GUYANT,1078.75,0.0,0.0,0.0,5,0.0,0.0
CHOJUNWM,1078.5,0.0,0.0,0.0,2,0.0,0.0
MATFELKE,1075.78,0.0,1075.78,0.0,4,-100.0,0.0
PRILORDE,1075.0,0.0,0.0,0.0,2,0.0,0.0
MEDCELPAL,1074.99,0.0,0.0,0.0,2,0.0,0.0
TOPGOR,1071.95,0.0,0.0,0.0,5,0.0,0.0
ZOLERI,1071.58,0.0,0.0,0.0,4,0.0,0.0
RODOSM,1070.97,1070.97,0.0,0.0,3,0.0,0.0
MURPNED,1070.5,0.0,0.0,0.0,3,0.0,0.0
KARARM,1068.0,0.0,0.0,0.0,3,0.0,0.0
GUYLANDG,1068.0,0.0,0.0,0.0,2,0.0,0.0
MCGROBCP,1066.98,0.0,585.0,0.0,3,-100.0,0.0
CALKAH,1063.55,0.0,0.0,0.0,3,0.0,0.0
CREATEC,1060.5,0.0,0.0,0.0,2,0.0,0.0
SKOJIM,1059.5,0.0,0.0,0.0,2,0.0,0.0
JONKAR,1055.8700000000001,1055.8700000000001,0.0,0.0,2,0.0,0.0
SFIJOH,1054.5,0.0,0.0,0.0,2,0.0,0.0
WILTHO,1053.99,0.0,0.0,0.0,2,0.0,0.0
MANPAR,1052.0,0.0,379.0,0.0,1,-100.0,0.0
DALNIC,1048.0,0.0,0.0,0.0,3,0.0,0.0
ZAKELE,1047.89,0.0,232.96999999999997,0.0,3,-100.0,0.0
CHUFEL,1046.5,0.0,0.0,0.0,3,0.0,0.0
LIAPETOB,1042.0,0.0,0.0,0.0,4,0.0,0.0
AHMAHM,1038.99,0.0,0.0,0.0,3,0.0,0.0
PURWIL,1038.5,0.0,0.0,0.0,2,0.0,0.0
HELMDEN,1036.0,0.0,0.0,0.0,3,0.0,0.0
SIESTEOL,1034.98,0.0,0.0,0.0,4,0.0,0.0
SAOMICLAP1,1030.0,0.0,0.0,0.0,3,0.0,0.0
SPIKIMNV,1029.98,0.0,0.0,0.0,3,0.0,0.0
TOUJOS,1029.0,0.0,0.0,0.0,3,0.0,0.0
CARPET,1027.5,0.0,0.0,0.0,3,0.0,0.0
THOSHA,1027.48,0.0,0.0,0.0,3,0.0,0.0
LLABRA,1027.0,0.0,0.0,0.0,4,0.0,0.0
TEJTJ,1025.5,0.0,0.0,0.0,3,0.0,0.0
NGUJOSCH,1022.5,0.0,0.0,0.0,3,0.0,0.0
BETKEL,1016.5,0.0,0.0,0.0,2,0.0,0.0
PATSHEE,1013.97,0.0,0.0,0.0,3,0.0,0.0
PFORIC,1013.6800000000001,0.0,0.0,0.0,4,0.0,0.0
GARALPLP,1011.25,0.0,0.0,0.0,6,0.0,0.0
JONDON,1010.75,0.0,0.0,0.0,3,0.0,0.0
ALSSUR,1007.99,0.0,0.0,0.0,6,0.0,0.0
GOLKAR,1007.96,0.0,1007.96,0.0,5,-100.0,0.0
BASHTIM,1004.98,0.0,0.0,0.0,2,0.0,0.0
CECRUSCHI,1000.0,0.0,0.0,0.0,1,0.0,0.0
GIOMIC,1000.0,0.0,1000.0,0.0,1,-100.0,0.0
SKILAN,999.99,0.0,0.0,0.0,2,0.0,0.0
MAXIAOAU,999.99,0.0,0.0,0.0,2,0.0,0.0
MUKADI,999.99,0.0,0.0,0.0,2,0.0,0.0
PATCRY,999.5,0.0,0.0,0.0,2,0.0,0.0
VARKAR,999.5,0.0,0.0,0.0,2,0.0,0.0
BESANT,999.5,0.0,0.0,0.0,2,0.0,0.0
JUMESA,998.0,0.0,0.0,0.0,3,0.0,0.0
DARNAT,993.98,0.0,993.98,0.0,2,-100.0,0.0
KHACAR,992.96,0.0,689.46,0.0,4,-100.0,0.0
LYNGERLAG,991.0,0.0,0.0,0.0,3,0.0,0.0
PAGCARFF,986.98,0.0,0.0,0.0,4,0.0,0.0
CAJSTE,986.5,0.0,0.0,0.0,2,0.0,0.0
CZEBONNAP,986.0,0.0,0.0,0.0,3,0.0,0.0
ABDBRU,984.97,0.0,984.97,0.0,3,-100.0,0.0
ALGSHAVH,983.0,0.0,0.0,0.0,4,0.0,0.0
AFSANI,982.9200000000001,0.0,0.0,0.0,4,0.0,0.0
SPEDEN,981.6800000000001,0.0,0.0,0.0,3,0.0,0.0
SHANAZ,979.71,0.0,0.0,0.0,3,0.0,0.0
SAFHAY,979.0,979.0,0.0,0.0,2,0.0,0.0
PUTWIL,979.0,0.0,0.0,0.0,2,0.0,0.0
AMMADABOU,974.99,0.0,0.0,0.0,5,0.0,0.0
GRAMARCHI,971.5,0.0,0.0,0.0,3,0.0,0.0
LIUEUG,969.5,0.0,0.0,0.0,2,0.0,0.0
KEMPAUCH,968.5,0.0,0.0,0.0,3,0.0,0.0
VALPAUBEN,966.5,0.0,0.0,0.0,3,0.0,0.0
LARBRYPR,962.5,0.0,0.0,0.0,3,0.0,0.0
SLAWIL,961.0,0.0,0.0,0.0,3,0.0,0.0
GRIDRECHG,960.0,0.0,0.0,0.0,2,0.0,0.0
WEBCHRMUN,960.0,0.0,0.0,0.0,2,0.0,0.0
SHANID,959.71,0.0,0.0,0.0,5,0.0,0.0
CHOJUN,958.5,0.0,0.0,0.0,2,0.0,0.0
PAFJEF,958.49,0.0,0.0,0.0,3,0.0,0.0
HARTIN,958.0,0.0,0.0,0.0,2,0.0,0.0
FORALASCH,956.5,0.0,0.0,0.0,3,0.0,0.0
CHEBARSKO,956.0,0.0,0.0,0.0,1,0.0,0.0
STEABRSCH,953.0,0.0,0.0,0.0,3,0.0,0.0
LANJEF,952.0,0.0,0.0,0.0,2,0.0,0.0
MCCMICH,951.24,0.0,0.0,0.0,3,0.0,0.0
FORDERL,945.93,0.0,0.0,0.0,3,0.0,0.0
QUIKAT,942.48,0.0,0.0,0.0,5,0.0,0.0
VERROB,940.22,0.0,0.0,0.0,4,0.0,0.0
DALKAT,938.0,0.0,0.0,0.0,4,0.0,0.0
STAROBOR,934.49,0.0,79.99,0.0,4,-100.0,0.0
FONJON,932.0,0.0,0.0,0.0,2,0.0,0.0
SUMRAN,930.8,0.0,0.0,0.0,4,0.0,0.0
ANELY,929.5,0.0,0.0,0.0,3,0.0,0.0
PETDAVDP,924.5,0.0,0.0,0.0,3,0.0,0.0
MEYGAR,922.5,0.0,0.0,0.0,4,0.0,0.0
MARRICHP,918.0,0.0,0.0,0.0,1,0.0,0.0
RUBJOSNAP,915.0,0.0,0.0,0.0,4,0.0,0.0
MULLAW,914.99,0.0,0.0,0.0,3,0.0,0.0
SABTRU,910.98,0.0,0.0,0.0,2,0.0,0.0
TRIHAN,910.24,0.0,0.0,0.0,6,0.0,0.0
DASROB,908.62,0.0,0.0,0.0,3,0.0,0.0
WALNAI,905.83,0.0,0.0,0.0,4,0.0,0.0
GEORACH,904.97,0.0,0.0,0.0,3,0.0,0.0
LEVSHICH,903.5,0.0,0.0,0.0,5,0.0,0.0
