account_id,ltd_sales,ytd_sales,ly_sales,ytd_remake,product_lines,yoy_growth_pct,remake_rate_pct,cum_ltd,cum_pct
SALNATSW,45853.88,0.0,0.0,0.0,7,0.0,0.0,58198759.17000003,0.6968283175616692
KOVSTE,45837.65,0.0,17777.96,0.0,7,-100.0,0.0,58244596.82000003,0.6973771432236937
WOOSAR,45602.12,0.0,844.69,0.0,7,-100.0,0.0,58290198.94000003,0.6979231488260472
GOYRAC,45572.45,0.0,0.0,0.0,8,0.0,0.0,58335771.39000003,0.698468799182061
KOUCAN,45325.51,0.0,0.0,0.0,8,0.0,0.0,58381096.90000003,0.6990114928636163
PHEJAM,45320.090000000004,0.0,0.0,0.0,6,0.0,0.0,58426416.99000003,0.6995541216501545
RYATHO,45253.76,0.0,0.0,0.0,8,0.0,0.0,58471670.75000003,0.7000959562509924
VILCOU,45165.57,6272.95,3006.99,0.0,8,108.6,0.0,58516836.32000003,0.700636734930876
WATIRV,45103.04,0.0,0.0,0.0,6,0.0,0.0,58561939.36000003,0.7011767649234109
KRIHAR,45007.46,0.0,0.0,0.0,6,0.0,0.0,58606946.82000003,0.7017156505126708
SANDEN,44996.08,0.0,0.0,0.0,7,0.0,0.0,58651942.90000003,0.702254399846341
GOEDAN,44978.59,0.0,0.0,0.0,7,0.0,0.0,58696921.49000003,0.7027929397678615
KOALA,44604.37,166.98000000000002,486.96000000000004,0.0,3,-65.7,0.0,58741525.86000003,0.7033269990596104
GIATAM,44477.45,0.0,0.0,0.0,7,0.0,0.0,58786003.31000003,0.7038595387064163
LYNSHERF,44407.21,0.0,0.0,0.0,6,0.0,0.0,58830410.52000003,0.7043912373521128
STITIM,44233.25,0.0,0.0,0.0,5,0.0,0.0,58874643.77000003,0.7049208531311667
NEETERR,44220.21,0.0,0.0,0.0,7,0.0,0.0,58918863.980000034,0.705450312779035
FRETYS,43804.29,0.0,612.72,0.0,6,-100.0,0.0,58962668.27000003,0.7059747925125895
BOLKIM,43456.68,0.0,0.0,0.0,6,0.0,0.0,59006124.95000003,0.7064951102245662
KUSJOR,43270.24,0.0,9678.94,0.0,4,-100.0,0.0,59049395.190000035,0.707013195643735
PAPRAC,43213.63,0.0,0.0,0.0,8,0.0,0.0,59092608.82000004,0.7075306032571975
GORJOH,43155.78,98.97,1998.92,0.0,9,-95.0,0.0,59135764.60000004,0.7080473182181234
ARRLIN,42866.47,4561.59,28679.53,1255.95,7,-84.1,27.53,59178631.07000004,0.7085605691979708
NIHJOH,42852.14,0.0,0.0,0.0,5,0.0,0.0,59221483.21000004,0.7090736486011399
LACMAT,42759.56,516.99,694.75,0.0,8,-25.6,0.0,59264242.77000004,0.7095856195207851
GALROB,42721.83,0.0,0.0,0.0,8,0.0,0.0,59306964.60000004,0.710097138689692
STEABR,42613.5,0.0,0.0,0.0,6,0.0,0.0,59349578.10000004,0.7106073607963812
DABTOU,42493.89,174.97,11498.85,0.0,8,-98.5,0.0,59392071.99000004,0.7111161507825879
PAPMAR,42482.15,0.0,0.0,0.0,7,0.0,0.0,59434554.14000004,0.7116248002028347
BLETHO,42135.41,0.0,0.0,0.0,6,0.0,0.0,59476689.550000034,0.7121292980182314
RIYTAR,42047.59,0.0,0.0,0.0,8,0.0,0.0,59518737.14000004,0.7126327443427767
EBEMEG,42009.89,0.0,178.0,0.0,8,-100.0,0.0,59560747.03000004,0.713135739275781
PETRYA,41967.52,3470.88,3535.9300000000003,0.0,8,-1.8,0.0,59602714.55000004,0.7136382269021652
KALDON,41875.44,0.0,0.0,0.0,7,0.0,0.0,59644589.99000004,0.7141396120316508
JOVIRE,41686.05,0.0,0.0,0.0,5,0.0,0.0,59686276.04000004,0.7146387295472397
LEICAL,41682.34,0.0,0.0,0.0,8,0.0,0.0,59727958.38000004,0.7151378026420697
KAVLAN,41640.27,0.0,0.0,0.0,8,0.0,0.0,59769598.65000004,0.7156363720222546
KROERI,41617.01,0.0,0.0,0.0,8,0.0,0.0,59811215.66000004,0.7161346629046347
STAROBT,41570.73,0.0,2306.99,0.0,7,-100.0,0.0,59852786.39000004,0.7166323996649854
LAPANT,41498.78,3880.46,22337.65,181.98000000000002,7,-82.6,4.69,59894285.17000004,0.7171292749499686
MANEDWLD,41180.7,224.97,5802.17,1770.96,7,-96.1,787.2,59935465.87000004,0.7176223417834589
RELGAR,41120.4,0.0,0.0,0.0,8,0.0,0.0,59976586.27000004,0.7181146866299489
RAITHO,41036.15,0.0,0.0,0.0,8,0.0,0.0,60017622.42000004,0.7186060227300911
KANTHO,41024.06,0.0,0.0,0.0,6,0.0,0.0,60058646.48000004,0.7190972140736359
SAMAND,41011.86,4985.9400000000005,1821.69,0.0,8,173.7,0.0,60099658.34000004,0.7195882593435255
SINPRA,40980.78,0.0,0.0,0.0,7,0.0,0.0,60140639.12000004,0.7200789324847923
MCGKEL,40956.87,0.0,0.0,0.0,7,0.0,0.0,60181595.99000004,0.7205693193456413
LEESTEWES,40862.19,0.0,0.0,0.0,8,0.0,0.0,60222458.18000004,0.7210585725791409
MANTOD,40438.5,0.0,0.0,0.0,8,0.0,0.0,60262896.68000004,0.7215427528661709
YUALEO,40402.85,0.0,0.0,0.0,7,0.0,0.0,60303299.53000004,0.7220265063068234
PENPAT,40376.93,0.0,0.0,0.0,8,0.0,0.0,60343676.46000004,0.7225099494008251
GOODAV,40306.36,0.0,0.0,0.0,3,0.0,0.0,60383982.82000004,0.7229925475425448
ORNJOSSTJ,40279.62,0.0,0.0,0.0,7,0.0,0.0,60424262.440000035,0.7234748255195483
PATKIN,40139.76,0.0,0.0,0.0,8,0.0,0.0,60464402.20000003,0.7239554289177483
HIRANT,40055.24,0.0,175.99,0.0,8,-100.0,0.0,60504457.440000035,0.724435020336823
CROTIM,40011.97,0.0,0.0,0.0,8,0.0,0.0,60544469.41000003,0.7249140936733522
BAUDAV,39991.9,0.0,0.0,0.0,3,0.0,0.0,60584461.31000003,0.7253929267067455
BURSUS,39960.53,0.0,0.0,0.0,7,0.0,0.0,60624421.84000003,0.7258713841392731
PRILORBL,39863.91,0.0,23173.22,0.0,7,-100.0,0.0,60664285.75000003,0.7263486847163453
STOSAL,39764.06,1542.95,3715.9700000000003,0.0,8,-58.5,0.0,60704049.81000003,0.7268247897643634
DONNOR,39754.7,1501.99,14221.89,0.0,3,-89.4,0.0,60743804.510000035,0.7273007827427574
COFKEN,39514.97,0.0,0.0,0.0,7,0.0,0.0,60783319.480000034,0.7277739053738288
RINJOH,39363.88,0.0,10110.97,0.0,8,-100.0,0.0,60822683.36000004,0.7282452189664946
TAUMIC,39310.96,0.0,0.0,0.0,8,0.0,0.0,60861994.32000004,0.7287158989347482
RAIKEV,39071.310000000005,0.0,0.0,0.0,7,0.0,0.0,60901065.63000004,0.7291837095135392
TONBRI,38775.4,0.0,0.0,0.0,4,0.0,0.0,60939841.03000004,0.7296479770877988
PICGIN,38673.63,10028.25,24619.95,2012.3700000000001,7,-59.3,20.07,60978514.66000004,0.7301110261443635
WILJOS,38358.13,993.99,4500.93,0.0,5,-77.9,0.0,61016872.790000044,0.7305702976404214
GETDAR,38355.96,0.0,0.0,0.0,6,0.0,0.0,61055228.750000045,0.7310295431545257
BERDERCP,37815.39,9138.03,8550.5,0.0,7,6.9,0.0,61093044.140000045,0.7314823162886516
JAIPRI,37791.99,0.0,0.0,0.0,7,0.0,0.0,61130836.13000005,0.7319348092487177
LEINIR,37760.6,621.0,3134.9,0.0,6,-80.2,0.0,61168596.73000005,0.7323869263684532
THOSCO,37694.01,0.0,0.0,0.0,7,0.0,0.0,61206290.74000005,0.7328382461894433
YURMAT,37686.84,0.0,356.0,0.0,7,-100.0,0.0,61243977.58000005,0.7332894801622281
SEERANNV,37613.79,539.94,4705.06,0.0,7,-88.5,0.0,61281591.37000005,0.7337398394890696
MADABD,37493.1,4474.87,20353.9,740.88,7,-78.0,16.56,61319084.47000005,0.7341887537643182
MORDENPLA,37384.94,0.0,228.23000000000002,0.0,8,-100.0,0.0,61356469.41000005,0.7346363730128017
LEESOOHE,37335.27,0.0,639.79,0.0,8,-100.0,0.0,61393804.68000005,0.7350833975499369
SIETOM,37207.14,6732.96,30474.18,79.0,7,-77.9,1.17,61431011.82000005,0.735528887954496
FRASUS,37174.48,0.0,0.0,0.0,8,0.0,0.0,61468186.30000005,0.7359739873126965
SALROB,37150.65,0.0,0.0,0.0,8,0.0,0.0,61505336.95000005,0.7364188013483394
HARDEN,37130.869999999995,0.0,0.0,0.0,4,0.0,0.0,61542467.820000045,0.7368633785530891
LYOEVA,37129.01,0.0,0.0,0.0,8,0.0,0.0,61579596.83000004,0.737307933487593
LOSJOH,37114.2,0.0,646.97,0.0,8,-100.0,0.0,61616711.030000046,0.7377523110982583
CARMATFL,37078.87,0.0,0.0,0.0,5,0.0,0.0,61653789.90000004,0.7381962656939862
LENTRA,36889.13,0.0,0.0,0.0,8,0.0,0.0,61690679.030000046,0.7386379484851799
FARCHA,36887.15,0.0,0.0,0.0,4,0.0,0.0,61727566.180000044,0.7390796075693378
FULKAL,36841.69,1632.95,8513.93,0.0,6,-80.8,0.0,61764407.87000004,0.7395207223495316
STOELZ,36833.72,3004.99,0.0,0.0,6,0.0,0.0,61801241.59000004,0.7399617417029196
BOGMIH,36627.44,0.0,0.0,0.0,8,0.0,0.0,61837869.03000004,0.7404002912142114
ZWIJOH,36535.75,0.0,0.0,0.0,8,0.0,0.0,61874404.78000004,0.7408377428981723
VITFRA,36534.4,0.0,0.0,0.0,8,0.0,0.0,61910939.18000004,0.7412751784182451
FYEJOSBG,36503.479999999996,0.0,0.0,0.0,7,0.0,0.0,61947442.66000003,0.741712243725415
GRAVICHE,36417.7,0.0,0.0,0.0,7,0.0,0.0,61983860.36000004,0.7421482819671642
STOMAR,36224.020000000004,1529.49,7158.26,0.0,7,-78.6,0.0,62020084.38000004,0.7425820012297724
LAYREE,36220.5,0.0,0.0,0.0,8,0.0,0.0,62056304.88000004,0.743015678346539
FIODAV,36184.55,0.0,1337.22,0.0,7,-100.0,0.0,62092489.43000004,0.7434489250249531
WOOBRI,35918.18,0.0,0.0,0.0,7,0.0,0.0,62128407.61000004,0.7438789823886534
GILCHAR,35802.340000000004,0.0,0.0,0.0,8,0.0,0.0,62164209.95000004,0.7443076527710252
WALSCO,35789.17,1409.93,5479.4400000000005,0.0,8,-74.3,0.0,62199999.12000004,0.7447361654656891
ZANMAT,35698.09,0.0,0.0,0.0,7,0.0,0.0,62235697.210000046,0.7451635876367049
KAMTIMIN,35593.65,0.0,0.0,0.0,7,0.0,0.0,62271290.860000044,0.745589759321447
PETMAR,35378.24,0.0,677.96,0.0,8,-100.0,0.0,62306669.100000046,0.7460133518483165
LETFRA,35377.45,0.0,0.0,0.0,5,0.0,0.0,62342046.55000005,0.7464369349163184
MALKEV,35154.08,13087.95,20452.15,0.0,5,-36.0,0.0,62377200.63000005,0.7468578435193741
ANDKRI,35143.95,0.0,0.0,0.0,7,0.0,0.0,62412344.58000005,0.7472786308334033
DAVROB,35043.42,0.0,0.0,0.0,4,0.0,0.0,62447388.00000005,0.7476982144765679
HARSHA,34944.89,0.0,898.92,0.0,7,-100.0,0.0,62482332.89000005,0.7481166183953688
MEESTE,34844.26,0.0,0.0,0.0,8,0.0,0.0,62517177.15000005,0.7485338174459801
PPJOHRIC,34811.87,0.0,0.0,0.0,3,0.0,0.0,62551989.02000005,0.7489506286830103
KOLMAR,34695.34,0.0,0.0,0.0,8,0.0,0.0,62586684.36000005,0.7493660446771695
PRIBRU,34524.93,0.0,0.0,0.0,8,0.0,0.0,62621209.29000005,0.7497794203097248
KASMAR,34452.02,0.0,0.0,0.0,4,0.0,0.0,62655661.310000055,0.7501919229725922
PAYLEE,34406.1,0.0,0.0,0.0,6,0.0,0.0,62690067.410000056,0.7506038758238004
BALJOH,34299.15,0.0,0.0,0.0,5,0.0,0.0,62724366.560000055,0.7510145481358763
BENKAT,34209.52,475.99,2991.21,0.0,8,-84.1,0.0,62758576.08000006,0.7514241472855173
KOSEWAMP,34106.24,0.0,0.0,0.0,7,0.0,0.0,62792682.32000006,0.7518325098378552
ENGARL,34032.76,0.0,0.0,0.0,8,0.0,0.0,62826715.08000006,0.7522399925957522
BISROB,34021.75,0.0,0.0,0.0,7,0.0,0.0,62860736.83000006,0.7526473435281622
BRELEO,33989.85,720.0,1831.99,0.0,5,-60.7,0.0,62894726.68000006,0.7530543125138839
SCHCAR,33972.6,0.0,0.0,0.0,6,0.0,0.0,62928699.28000006,0.7534610749610359
WILJIL,33930.21,551.46,3976.6000000000004,0.0,6,-86.1,0.0,62962629.49000006,0.7538673298621026
MARJAMBOU,33914.17,0.0,0.0,0.0,8,0.0,0.0,62996543.66000006,0.7542733927122326
POPNAT,33816.48,0.0,373.03000000000003,0.0,5,-100.0,0.0,63030360.14000006,0.7546782858955292
MCSJAM,33690.4,0.0,9750.94,0.0,4,-100.0,0.0,63064050.54000006,0.7550816694914132
TIETER,33643.2,806.8599999999999,3420.13,105.99,8,-76.4,13.14,63097693.74000006,0.7554844879498774
MUSSCO,33610.11,0.0,0.0,0.0,7,0.0,0.0,63131303.85000006,0.7558869102134853
MILCRA,33610.090000000004,0.0,0.0,0.0,5,0.0,0.0,63164913.940000065,0.7562893322376283
BUSMAR,33604.44,0.0,0.0,0.0,4,0.0,0.0,63198518.38000006,0.7566916866129063
MCCKAT,33582.1,536.0,3912.99,0.0,4,-86.3,0.0,63232100.480000064,0.75709377350577
CONTBRSB,33321.65,0.0,0.0,0.0,4,0.0,0.0,63265422.13000006,0.7574927419655623
HERCAR,33190.29,0.0,16098.51,0.0,8,-100.0,0.0,63298612.42000006,0.7578901376191797
KNIHIL,33184.87,0.0,0.0,0.0,5,0.0,0.0,63331797.29000006,0.7582874683777798
MILMAR,33179.15,0.0,0.0,0.0,7,0.0,0.0,63364976.44000006,0.7586847306493876
WITLEOMOK1,33049.87,901.9,95.0,0.0,9,849.4,0.0,63398026.310000055,0.7590804450191811
SIMTAD,33042.619999999995,0.0,32340.62,0.0,7,-100.0,0.0,63431068.93000005,0.7594760725829093
SHADEV,33003.41,0.0,0.0,0.0,8,0.0,0.0,63464072.34000005,0.7598712306754886
PATPINNV,32703.510000000002,0.0,0.0,267.0,7,0.0,0.0,63496775.850000046,0.7602627979902674
KIMJOS,32668.75,0.0,875.96,0.0,8,-100.0,0.0,63529444.600000046,0.7606539491148618
KALDONAO4,32553.9,0.0,0.0,0.0,4,0.0,0.0,63561998.500000045,0.7610437251116456
BAKRUS,32536.91,0.0,1142.71,0.0,7,-100.0,0.0,63594535.41000004,0.7614332976829049
HARPET,32497.95,0.0,0.0,0.0,8,0.0,0.0,63627033.360000044,0.7618224037763279
PATCHI,32289.04,0.0,0.0,0.0,6,0.0,0.0,63659322.40000004,0.762209008538006
DOMEDW,32087.64,0.0,0.0,0.0,8,0.0,0.0,63691410.040000044,0.76259320188705
SHADHALA,32039.58,674.99,26220.13,0.0,8,-97.4,0.0,63723449.62000004,0.7629768198016789
SISJOH,32019.36,0.0,0.0,0.0,8,0.0,0.0,63755468.98000004,0.7633601956171843
TURBRASB,31891.25,0.0,0.0,0.0,5,0.0,0.0,63787360.23000004,0.7637420375395786
BAGJEF,31853.69,0.0,0.0,0.0,3,0.0,0.0,63819213.92000004,0.7641234297466872
LAMROB,31796.36,0.0,516.99,0.0,7,-100.0,0.0,63851010.28000004,0.7645041355273494
RUSLES,31593.739999999998,0.0,0.0,0.0,8,0.0,0.0,63882604.02000004,0.7648824152880118
BALJOS,31128.670000000002,7786.1,22140.57,397.0,8,-64.8,5.1,63913732.69000004,0.7652551266491024
BEHBRICHI,31096.09,0.0,0.0,0.0,6,0.0,0.0,63944828.780000046,0.7656274479216945
COOPET,31095.72,0.0,0.0,0.0,7,0.0,0.0,63975924.500000045,0.7659997647641837
MARROM,31084.6,8361.86,6580.77,0.0,4,27.1,0.0,64007009.100000046,0.7663719484641284
CONTBRBUR,31078.36,0.0,0.0,0.0,6,0.0,0.0,64038087.460000046,0.7667440574509904
PATKRURO,30949.77,6182.88,20538.440000000002,166.0,6,-69.9,2.68,64069037.23000005,0.7671146267975812
FRASCOOS,30863.07,0.0,4249.74,0.0,7,-100.0,0.0,64099900.30000005,0.7674841580633607
HOLMARLA,30859.7,6966.68,23893.02,449.98,8,-70.8,6.46,64130760.00000005,0.7678536489792864
SALNICLAW,30836.84,2273.5,9588.49,822.5,4,-76.3,36.18,64161596.840000056,0.7682228661867074
BOIPRI,30736.34,0.0,0.0,0.0,6,0.0,0.0,64192333.18000006,0.7685908800824616
SALNIC,30680.5,0.0,0.0,0.0,3,0.0,0.0,64223013.68000006,0.7689582253919123
COOJAS,30537.02,0.0,0.0,0.0,7,0.0,0.0,64253550.70000006,0.7693238527793931
LOWWIL,30535.34,0.0,0.0,0.0,5,0.0,0.0,64284086.040000066,0.7696894600518132
WOLROB,30534.54,0.0,0.0,0.0,9,0.0,0.0,64314620.580000065,0.7700550577456328
THADEVHOM,30462.82,214.99,789.47,0.0,8,-72.8,0.0,64345083.400000066,0.7704197967179325
ASHCHA,30445.46,0.0,0.0,0.0,4,0.0,0.0,64375528.86000007,0.7707843278346049
SIMDWI,30342.0,0.0,0.0,0.0,3,0.0,0.0,64405870.86000007,0.7711476201987891
JOVPAU,30332.62,0.0,0.0,0.0,7,0.0,0.0,64436203.480000064,0.7715108002538844
BONJEF,30305.35,0.0,112.97999999999999,0.0,8,-100.0,0.0,64466508.830000065,0.7718736537984408
WELKEVNAP,30232.78,0.0,0.0,0.0,6,0.0,0.0,64496741.61000007,0.7722356384442144
LADPAU,30219.95,0.0,0.0,0.0,6,0.0,0.0,64526961.56000007,0.7725974694731851
HUTFRA,30217.47,0.0,0.0,0.0,7,0.0,0.0,64557179.03000007,0.7729592708084947
VANMAT,30144.93,0.0,0.0,0.0,5,0.0,0.0,64587323.96000007,0.773320203604219
ABDSAM,30107.3,0.0,4465.97,0.0,5,-100.0,0.0,64617431.260000065,0.77368068584653
SCHJAS,30029.44,0.0,0.0,0.0,8,0.0,0.0,64647460.70000006,0.7740402358515636
PPPOPNAT,30025.85,0.0,0.0,0.0,3,0.0,0.0,64677486.550000064,0.7743997428726281
ALERAU,30016.47,0.0,0.0,0.0,8,0.0,0.0,64707503.02000006,0.7747591375846037
HAMJOS,29995.93,0.0,0.0,0.0,7,0.0,0.0,64737498.95000006,0.7751182863660158
HOMKUR,29884.399999999998,1278.96,21119.35,378.0,7,-93.9,29.56,64767383.35000006,0.7754760997708087
WERROB,29758.84,304.2,0.0,0.0,6,0.0,0.0,64797142.190000065,0.7758324098142791
